date,death penalty,drug policy,incarcer,gun control,shooting,abortion,pro life,arts,civil rights,racism,budget,economy,stock,taxes,recession,debt,budget,education,college,student debt,air quality,global warming,carbon dioxide,climate change,greenhouse,campaign finance reform,privatization,health insurance,medicaid,medicare,social security,welfare,defense spending,war,albania,algeria,america,andorra,angola,antigua,argentina,armenia,australia,austria,azerbaijan,bahamas,bahrain,bangladesh,barbados,belarus,belgium,belize,benin,bhutan,bissau,bolivia,bosnia,botswana,brazil,british,brunei,bulgaria,burkina,burma,burundi,cambodia,cameroon,canada,cape verde,central african republic,chad,chile,china,colombia,comoros,congo,costa rica,country debt,croatia,cuba,cyprus,czech,denmark,djibouti,dominica,east timor,ecuador,egypt,el salvador,emirate,england,eritrea,estonia,ethiopia,fiji,finland,france,gabon,gambia,georgia,germany,ghana,great britain,greece,grenada,grenadines,guatemala,guinea,guyana,haiti,herzegovina,honduras,hungary,iceland,in usa,india,indonesia,iran,iraq,ireland,israel,italy,ivory coast,jamaica,japan,jordan,kazakhstan,kenya,kiribati,korea,kosovo,kuwait,kyrgyzstan,laos,latvia,lebanon,lesotho,liberia,libya,liechtenstein,lithuania,luxembourg,macedonia,madagascar,malawi,malaysia,maldives,mali,malta,marshall,mauritania,mauritius,mexico,micronesia,moldova,monaco,mongolia,montenegro,morocco,mozambique,myanmar,namibia,nauru,nepal,netherlands,new zealand,nicaragua,niger,nigeria,norway,oman,pakistan,palau,panama,papua,paraguay,peru,philippines,poland,portugal,qatar,romania,russia,rwanda,samoa,san marino,sao tome,saudi arabia,scotland,scottish,senegal,serbia,seychelles,sierra leone,singapore,slovakia,slovenia,solomon,somalia,south africa,south sudan,spain,sri lanka,st. kitts,st. lucia,st kitts,st lucia,saint kitts,santa lucia,sudan,suriname,swaziland,sweden,switzerland,syria,taiwan,tajikistan,tanzania,thailand,tobago,togo,tonga,trinidad,tunisia,turkey,turkmenistan,tuvalu,uganda,ukraine,united kingdom,united states,uruguay,usa,uzbekistan,vanuatu,vatican,venezuela,vietnam,wales,welsh,yemen,zambia,zimbabwe
2012-07-01,46,24,0,15,57,32,38,39,14,14,47,43,18,30,14,43,47,35,52,36,4,14,25,21,23,6,15,54,68,52,43,61,36,40,19,8,45,28,33,54,33,49,46,46,27,22,41,9,42,56,17,41,29,35,30,41,6,65,17,45,41,68,23,38,16,77,9,43,65,15,41,48,41,56,37,57,30,33,8,41,53,57,29,76,27,12,50,32,81,58,28,59,40,59,57,34,54,42,13,45,29,20,67,39,16,40,53,74,47,2,4,23,38,13,58,53,49,10,3,49,27,25,5,58,16,47,50,54,61,30,9,64,16,55,36,35,65,29,6,39,45,71,52,50,50,34,42,25,75,52,18,68,58,29,58,29,62,38,25,32,43,54,51,12,16,12,58,32,28,31,48,32,27,47,27,32,61,68,40,22,41,65,17,25,19,42,49,39,48,42,9,13,57,41,92,16,16,49,30,23,27,60,25,24,24,44,59,49,42,46,67,41,41,49,21,41,58,67,45,16,9,29,38,28,23,36,46,47,11,37,25,21,69,31,19,5,43,32,32,42,32,41,25
2012-08-01,15,22,31,8,37,37,48,40,14,13,48,45,18,32,14,45,48,37,60,42,4,13,28,19,22,5,14,52,70,60,48,67,44,40,18,8,47,27,32,63,37,49,49,44,32,22,38,7,46,73,17,40,27,33,28,46,5,72,20,37,38,57,21,52,13,69,11,43,52,11,100,52,43,60,15,52,32,32,7,47,50,59,29,55,24,11,58,33,85,53,28,72,43,74,55,35,41,30,16,46,28,18,76,33,32,44,55,71,49,2,4,27,39,12,58,55,48,12,3,47,28,19,6,72,18,49,58,54,31,33,9,61,16,51,47,37,67,27,5,37,65,64,46,38,54,32,41,23,68,53,16,59,64,18,55,26,64,39,23,30,42,58,53,13,17,14,62,33,28,31,44,34,21,44,23,33,57,69,37,20,37,64,20,24,17,39,38,37,48,40,10,14,51,40,89,16,18,48,33,24,26,43,23,32,22,56,58,59,42,50,60,47,43,45,21,45,52,66,43,21,9,24,42,29,23,32,30,56,11,36,27,22,72,34,14,5,45,34,35,40,28,41,23
2012-09-01,20,28,0,7,23,39,50,43,20,17,47,57,19,33,17,53,47,42,66,41,5,17,49,25,26,6,19,49,66,57,43,71,55,44,19,8,47,30,34,69,36,50,47,44,32,18,41,9,40,45,18,37,25,33,30,48,5,64,14,38,48,48,21,20,12,69,9,42,52,11,43,52,44,65,16,55,38,40,5,41,50,58,28,57,23,11,58,39,81,55,30,53,44,66,53,34,39,26,16,49,28,19,31,34,15,33,55,71,55,2,4,23,36,12,57,54,57,12,4,48,30,20,7,54,18,42,44,52,26,29,10,64,14,54,36,36,55,37,23,44,33,75,53,36,55,35,42,24,70,59,17,60,63,18,77,29,56,29,24,34,40,54,50,14,16,13,69,35,26,26,51,41,22,41,25,36,63,68,37,20,42,62,18,27,15,48,39,41,48,40,6,14,47,42,92,16,14,53,38,24,25,40,23,22,19,37,59,25,45,44,56,54,40,45,15,43,45,65,46,16,9,23,36,26,23,28,38,48,11,32,30,25,60,32,14,5,46,35,33,40,33,41,26
2012-10-01,25,27,0,10,22,44,56,40,23,21,45,59,19,33,17,51,45,39,60,35,3,19,56,28,26,12,20,48,67,67,44,67,86,42,18,8,47,30,34,65,36,56,46,44,25,19,39,8,38,39,18,34,25,34,33,52,5,63,14,37,37,38,22,20,13,72,9,42,48,13,29,57,39,62,16,57,29,43,4,48,47,51,29,52,23,12,58,33,84,51,28,53,33,60,50,33,38,25,16,47,31,18,28,29,14,44,51,70,62,2,4,23,34,12,53,48,53,12,4,46,27,17,7,56,17,40,38,53,24,29,9,62,15,59,29,36,56,34,13,41,34,83,47,44,56,34,36,24,62,56,23,57,55,13,56,26,57,25,22,41,41,53,40,12,15,11,59,34,25,26,48,32,21,42,25,38,57,63,45,20,39,65,18,26,15,69,45,37,44,40,7,15,41,43,87,15,13,46,30,23,25,35,21,21,19,39,55,28,42,31,58,40,42,41,18,40,44,64,45,15,8,20,36,22,28,30,22,49,10,31,30,26,60,26,14,6,58,34,33,41,24,42,26
2012-11-01,30,27,0,12,21,45,57,38,24,21,44,55,20,35,19,53,44,36,58,33,3,22,56,32,26,11,19,47,61,60,40,75,61,48,21,7,44,31,30,56,32,46,47,42,24,17,40,9,39,35,16,46,25,29,33,40,5,64,14,34,36,37,23,23,13,74,8,43,41,10,32,47,40,58,16,67,28,45,3,41,40,54,26,60,21,11,52,35,70,55,32,54,31,57,53,34,36,30,16,43,34,19,26,27,13,47,54,67,45,2,4,21,33,13,55,48,56,11,3,46,54,15,5,50,16,43,37,60,29,27,10,62,15,79,31,32,56,29,8,37,32,69,42,34,58,34,37,24,58,52,16,54,53,18,56,28,53,24,21,33,49,54,51,11,14,12,68,34,24,25,49,30,21,40,24,25,57,60,34,17,39,62,17,31,24,34,37,38,43,38,6,12,39,56,84,14,12,45,29,22,25,29,20,15,17,37,51,28,46,25,61,37,45,40,14,40,43,67,45,14,9,28,38,20,85,29,24,50,9,30,32,20,63,28,12,5,47,35,32,40,26,41,24
2012-12-01,22,23,28,69,100,32,48,34,21,15,42,44,18,34,14,39,42,30,50,31,2,16,41,23,22,8,16,39,55,48,39,56,46,46,17,7,42,31,25,46,27,46,45,42,24,18,40,10,40,33,15,45,23,27,27,36,4,56,13,31,34,35,21,18,12,70,7,41,39,27,36,44,39,43,13,54,25,35,3,40,38,52,25,48,21,9,46,33,63,50,30,57,28,57,58,35,36,25,15,42,29,22,26,24,13,40,40,66,39,2,3,17,30,13,50,53,55,9,3,41,28,14,5,47,17,52,35,57,34,30,10,62,15,58,29,32,47,27,5,29,28,62,47,31,51,36,36,26,53,53,16,53,47,15,57,21,49,26,21,27,44,46,40,11,13,12,50,33,24,26,47,39,20,35,21,23,50,60,31,15,38,62,19,25,20,31,47,35,40,37,6,12,38,40,86,14,12,45,27,19,21,27,23,21,22,40,55,27,65,22,55,41,38,42,18,39,40,62,46,12,8,19,47,20,38,31,21,42,9,27,27,18,57,25,12,5,39,33,25,35,26,37,22
2013-01-01,22,24,78,100,37,37,55,40,26,17,46,49,22,74,14,50,46,38,60,40,5,17,46,24,25,4,16,51,70,55,57,62,51,46,18,19,43,33,34,56,28,48,49,45,22,27,40,9,52,37,16,50,27,32,31,41,4,65,15,37,40,46,35,22,13,75,7,41,100,22,35,46,38,50,16,61,29,40,5,51,47,58,27,63,26,9,55,35,69,59,33,79,31,68,54,37,42,28,20,47,26,21,27,28,17,40,46,71,47,2,4,20,32,14,53,51,57,9,3,49,26,17,13,56,16,48,35,65,29,29,10,63,15,64,31,35,64,32,6,35,30,70,44,28,54,34,45,88,66,54,21,68,54,16,58,23,55,27,26,34,45,57,35,11,15,12,58,49,27,27,50,38,20,43,25,27,53,62,35,18,43,60,18,27,16,35,50,37,49,42,7,13,50,41,84,15,13,47,30,24,22,34,26,23,25,54,74,31,43,23,64,36,41,46,14,38,40,67,46,15,15,19,50,25,24,32,19,45,9,31,28,21,56,28,13,5,48,34,35,40,28,57,25
2013-02-01,24,24,0,47,28,35,47,40,31,20,59,51,21,76,14,46,59,39,54,36,4,18,55,26,29,6,19,50,65,52,50,62,49,49,22,8,43,31,29,62,29,49,45,43,24,23,39,10,48,36,17,42,26,34,28,41,4,68,15,35,36,42,63,18,14,71,8,42,61,11,30,42,37,54,16,55,28,35,5,49,44,56,26,73,23,10,54,33,74,56,29,58,34,53,54,34,39,27,18,42,26,21,28,29,17,43,50,76,44,2,4,24,33,12,51,48,61,10,3,48,25,18,10,60,16,58,37,60,21,30,10,62,14,56,32,34,67,32,5,39,32,68,41,26,57,34,43,50,64,54,18,63,55,16,58,22,54,24,23,33,42,57,33,11,14,11,59,38,31,25,54,32,20,40,34,25,47,61,37,18,43,59,50,27,15,33,39,37,47,41,7,12,48,41,80,14,12,61,28,26,24,33,24,25,20,47,63,36,42,23,60,35,39,45,13,37,43,69,43,18,10,21,48,25,22,35,20,47,9,31,28,20,55,28,12,15,44,32,34,49,25,42,27
2013-03-01,24,23,100,36,23,37,44,39,29,20,62,53,21,57,15,43,62,38,54,43,3,17,51,26,33,5,22,48,64,49,46,60,47,58,29,8,42,40,31,61,34,48,48,43,27,22,38,11,46,36,16,42,33,33,28,59,5,72,15,37,36,43,22,18,15,75,8,43,45,50,30,49,39,56,15,58,29,37,5,45,91,59,26,71,24,9,52,34,71,55,29,52,33,57,57,35,41,31,16,43,27,19,25,29,15,37,46,74,45,2,4,29,36,12,52,50,62,9,4,51,29,20,6,56,17,52,42,86,25,49,9,61,15,55,35,34,61,32,5,39,32,72,48,25,60,38,42,36,73,57,18,64,56,14,62,26,54,38,24,33,47,56,43,12,16,12,59,33,27,24,55,35,19,45,25,28,53,60,45,20,40,68,20,27,15,100,40,39,47,39,7,14,46,46,86,15,13,46,28,26,25,35,23,20,21,50,61,25,41,24,62,37,39,46,14,42,45,65,43,17,9,20,43,25,25,36,25,46,10,31,27,21,56,29,12,23,52,35,37,45,25,41,28
2013-04-01,38,33,26,61,27,40,43,41,37,22,49,53,21,68,16,43,49,39,54,42,4,18,56,28,37,8,22,48,66,50,46,67,29,53,26,8,45,22,31,59,31,49,45,40,25,20,55,10,44,34,16,40,27,34,35,48,5,67,13,36,35,42,22,20,14,70,7,43,41,29,31,50,41,57,17,57,26,34,5,48,53,64,27,64,24,10,53,32,74,54,23,51,33,56,52,34,39,25,12,44,27,18,25,31,14,40,50,75,44,2,4,22,35,12,52,47,63,10,4,46,27,19,6,53,18,47,41,65,23,89,11,64,28,56,34,34,58,31,5,36,32,71,43,24,58,38,38,30,68,53,18,67,54,15,54,31,58,29,24,34,46,55,41,12,17,11,63,35,27,25,51,32,20,42,27,29,55,59,44,20,47,57,20,29,21,35,43,45,43,41,7,13,44,41,86,15,14,51,30,24,26,35,20,19,19,42,62,27,42,24,61,36,38,44,14,41,47,69,41,15,9,25,41,25,25,36,23,46,9,31,28,20,56,30,13,7,59,36,31,40,24,41,27
2013-05-01,32,25,0,24,22,38,39,42,35,22,50,51,21,30,16,39,50,38,52,42,3,18,48,27,39,7,18,46,61,46,41,57,27,48,25,8,46,21,30,61,31,50,44,40,41,19,39,12,40,47,17,39,26,34,31,44,5,61,14,35,34,48,23,16,13,73,7,40,40,15,30,48,39,58,16,55,27,29,6,40,48,61,33,64,23,12,54,31,73,49,25,56,37,60,55,36,41,27,13,43,28,18,24,34,13,29,48,71,43,2,4,20,37,12,54,47,66,8,3,47,27,19,5,52,16,48,39,59,25,35,10,64,18,57,39,35,62,28,6,36,34,69,48,24,55,39,41,28,73,50,18,57,51,16,59,59,60,32,23,32,46,54,30,12,16,11,59,39,28,29,48,38,22,43,28,27,53,62,42,20,40,60,19,30,15,45,35,41,43,39,6,12,45,39,85,17,14,45,32,24,24,37,19,17,17,41,56,21,43,24,61,48,43,45,22,43,44,70,41,14,8,21,41,26,24,39,20,47,10,32,27,19,54,29,12,6,48,37,30,37,25,43,28
2013-06-01,16,21,0,11,21,35,41,39,18,17,49,42,20,27,10,36,49,35,54,38,4,13,33,23,29,3,15,47,62,46,42,54,16,53,24,8,42,23,32,54,35,52,45,41,24,19,40,9,39,36,16,40,35,31,29,51,5,64,27,36,35,51,25,15,12,75,8,42,42,13,38,50,37,61,17,53,28,23,7,40,47,62,28,72,20,9,64,33,75,49,28,49,34,73,69,32,44,29,13,43,27,19,21,34,14,35,50,71,41,3,4,24,34,13,52,53,66,10,4,46,27,24,7,61,18,49,38,63,33,32,9,72,16,55,36,37,81,30,5,41,33,73,45,25,55,37,41,28,71,50,17,57,58,14,55,37,53,35,23,33,49,61,34,13,15,11,68,38,35,27,52,35,20,48,25,32,60,67,36,21,43,55,18,28,19,38,38,40,42,37,8,12,43,39,100,14,14,44,27,25,25,50,23,17,16,40,55,28,41,25,62,36,41,44,20,42,42,76,43,15,9,25,39,26,28,32,18,47,9,30,23,36,58,37,13,6,52,31,32,37,22,43,25
2013-07-01,15,21,0,8,21,37,40,36,17,20,48,40,20,29,9,38,48,33,49,42,4,11,27,19,24,2,13,52,68,51,46,56,18,46,20,7,42,25,32,57,31,50,45,41,24,21,38,9,43,34,16,48,32,34,29,46,5,60,18,45,39,58,24,15,12,85,8,43,44,9,36,49,37,59,14,52,27,25,8,41,50,61,27,56,23,9,54,45,83,51,27,50,35,59,58,30,51,26,14,47,25,21,22,34,15,38,52,71,45,2,4,26,36,13,58,55,64,8,3,47,24,19,6,53,17,47,37,64,23,32,8,66,15,57,35,33,60,30,4,33,33,68,45,24,53,40,43,28,70,51,18,58,51,14,55,38,57,32,23,32,49,59,88,13,14,11,62,33,28,27,49,36,22,55,26,27,59,71,36,20,43,56,17,23,16,38,38,41,45,41,7,12,47,34,92,13,15,47,25,24,31,45,24,16,18,43,61,25,45,25,64,40,37,45,16,43,44,79,44,20,9,22,46,27,23,38,22,47,9,31,22,23,59,33,15,6,45,31,33,39,23,43,43
2013-08-01,13,21,0,7,22,29,38,37,16,17,46,43,20,27,10,37,46,35,55,45,5,11,27,20,24,1,13,55,70,50,46,56,17,43,20,7,44,25,31,65,31,50,48,44,23,19,40,9,46,34,17,41,29,35,28,48,6,66,13,34,38,49,24,15,12,81,8,41,49,14,35,50,38,60,12,58,26,29,6,41,46,65,28,57,21,10,54,45,72,58,28,50,35,61,58,32,34,24,14,49,25,19,20,33,17,40,52,70,46,2,4,22,33,13,57,53,63,8,3,46,26,18,7,53,18,49,47,59,39,31,8,65,15,56,33,36,54,30,5,39,34,62,46,22,58,38,42,25,71,55,16,61,54,15,52,37,54,33,23,30,48,58,41,14,15,12,62,35,26,27,49,37,20,45,25,31,59,72,35,20,41,56,20,24,16,32,39,41,50,39,7,15,56,35,89,14,16,46,25,24,28,35,21,20,17,44,57,36,45,23,66,36,37,46,70,43,45,75,45,14,8,21,40,25,22,27,18,46,9,29,22,21,57,29,13,5,44,32,34,36,31,44,47
2013-09-01,17,23,24,13,29,29,41,39,21,18,44,51,22,28,12,41,44,39,60,35,4,15,49,27,25,5,17,61,70,53,43,61,27,52,19,7,46,37,32,65,31,51,47,44,25,17,40,9,38,42,17,40,27,33,30,48,5,66,14,36,39,46,29,14,12,80,8,40,53,17,32,50,39,62,12,57,28,33,5,42,45,62,27,59,22,10,60,33,80,52,28,50,35,63,53,33,36,25,15,48,26,20,24,32,14,34,52,69,42,2,4,31,32,13,56,51,71,9,4,46,25,19,5,51,17,45,41,90,22,29,9,68,15,61,32,34,54,31,5,40,39,70,51,21,65,39,43,25,66,56,17,59,61,15,73,34,52,27,22,32,48,58,34,14,15,12,64,36,27,25,53,37,20,42,29,32,60,69,41,20,43,61,21,26,15,57,41,41,43,37,7,15,45,38,88,16,19,46,34,22,25,34,21,15,16,42,53,25,46,24,61,47,39,42,100,41,44,75,46,15,8,20,39,22,23,34,18,46,11,30,27,24,58,36,14,5,46,32,31,39,30,48,31
2013-10-01,20,27,46,12,24,32,44,38,23,20,49,52,23,31,13,70,49,38,54,40,3,16,63,28,26,7,20,80,84,67,50,68,33,44,18,8,44,28,34,67,32,62,49,42,29,17,38,10,39,39,18,41,27,35,30,46,7,65,15,36,38,39,37,14,13,78,9,39,42,13,35,55,42,65,14,59,30,58,4,41,39,62,30,53,23,9,62,33,75,55,28,68,40,73,56,34,35,26,19,47,30,21,25,30,15,31,47,67,44,2,5,27,34,14,54,53,70,8,3,44,25,17,6,52,18,48,39,62,29,32,10,62,15,93,32,33,58,29,5,38,35,73,45,24,62,38,40,24,64,60,19,58,60,15,60,27,54,33,22,35,47,56,38,13,16,12,62,39,30,25,53,33,19,49,29,34,56,66,52,19,42,60,19,26,16,39,42,39,41,39,7,12,44,37,85,15,12,51,38,24,25,33,21,15,16,37,53,26,44,23,63,38,40,42,17,40,45,80,44,14,8,25,38,22,28,33,20,47,10,30,29,24,57,32,14,6,55,34,31,41,22,51,26
2013-11-01,23,26,24,13,26,34,48,36,24,22,43,49,24,28,13,39,43,35,53,36,3,17,57,31,26,8,17,59,70,60,42,60,23,44,20,10,40,28,39,62,35,47,47,42,25,18,38,11,41,45,17,42,27,31,33,47,7,65,16,34,36,39,63,15,13,82,9,43,41,28,33,54,41,59,16,58,28,29,4,42,36,63,27,55,24,9,56,32,71,57,29,59,32,72,56,33,36,27,17,46,32,20,25,27,14,36,45,75,48,2,5,30,32,17,53,50,68,9,3,47,25,16,7,50,17,52,38,60,28,32,10,66,15,71,44,33,59,31,5,35,32,69,42,20,61,38,41,27,57,70,18,57,61,16,61,25,53,23,23,37,45,56,35,15,15,14,64,40,34,26,53,36,20,39,32,27,57,100,45,24,42,70,19,27,20,34,46,43,44,40,7,12,44,38,85,15,12,49,32,26,27,29,22,16,16,45,56,24,48,23,62,40,52,42,15,40,45,78,46,14,8,43,38,20,88,37,19,50,22,29,27,25,57,29,13,6,54,37,31,40,23,44,25
2013-12-01,19,18,0,11,26,31,50,32,22,19,43,43,23,31,11,34,43,30,50,36,5,14,40,21,24,8,16,59,71,50,41,52,30,43,16,8,40,29,30,49,27,47,43,41,22,18,40,11,40,34,16,42,27,30,31,40,5,57,15,31,38,35,24,16,13,82,7,43,39,82,32,43,39,47,13,57,26,26,3,41,34,62,28,55,22,8,46,34,70,53,24,57,29,62,47,35,33,27,19,42,29,17,22,24,16,40,39,63,38,2,4,20,28,17,50,54,70,8,3,39,24,14,5,49,17,66,32,54,30,34,9,65,13,62,30,36,54,29,5,32,29,62,41,22,55,40,38,26,52,62,15,57,47,15,62,26,49,24,22,32,64,50,31,13,14,11,51,35,24,25,54,38,18,37,25,23,51,62,35,15,41,57,19,25,13,30,45,39,38,36,7,13,42,32,88,13,11,50,28,29,85,26,23,15,19,44,66,25,74,43,57,36,38,39,13,39,40,72,50,11,8,22,32,18,43,33,17,45,16,28,25,21,54,27,11,6,41,33,25,36,25,38,24
2014-01-01,19,22,0,10,25,34,50,37,26,18,46,48,25,63,10,40,46,37,56,40,5,18,46,26,26,6,14,57,82,52,50,60,21,40,17,7,39,31,29,62,27,49,48,44,25,24,39,10,53,36,16,55,29,32,31,41,4,65,14,36,37,46,29,16,14,85,8,44,57,59,32,44,38,51,13,61,31,27,5,50,42,67,34,54,29,8,52,32,74,62,27,51,32,61,58,39,35,32,19,44,25,19,24,30,21,43,49,70,46,2,4,20,31,16,55,52,69,8,3,46,26,17,5,58,17,64,35,61,25,35,9,64,13,63,36,34,68,34,5,38,30,72,45,23,61,36,47,26,64,58,18,68,51,16,57,27,50,25,26,35,45,59,39,13,15,14,58,37,29,29,55,34,19,44,28,23,50,66,35,18,44,60,20,29,15,34,48,37,45,40,7,12,50,37,84,14,13,55,34,24,78,32,23,28,22,61,80,35,44,38,68,39,42,45,13,38,43,75,48,15,8,32,37,22,24,33,17,50,19,31,26,20,57,31,15,6,51,32,32,41,22,43,28
2014-02-01,23,25,0,11,20,34,43,36,32,22,54,53,25,77,11,44,54,37,51,50,4,18,55,30,29,7,19,53,76,51,49,59,36,41,21,9,40,32,30,66,28,49,43,44,26,22,43,12,47,57,17,51,33,35,34,44,7,73,15,35,38,39,27,15,17,78,8,48,46,65,35,41,38,55,14,60,31,35,5,46,39,73,31,57,35,10,52,32,81,60,26,53,35,57,55,55,36,29,19,44,27,20,34,31,18,39,50,71,49,2,5,21,33,15,55,51,70,8,3,48,24,18,6,58,17,63,48,61,24,34,10,65,15,59,83,34,62,32,5,49,34,69,44,21,63,37,43,26,66,56,17,65,53,14,61,28,53,27,24,31,43,59,40,12,17,13,61,38,29,35,55,36,19,44,29,25,48,66,38,18,43,58,44,29,16,36,44,38,47,43,7,12,50,40,84,24,23,51,33,26,48,32,24,20,23,48,73,26,44,29,64,38,53,47,12,41,48,77,44,14,9,28,37,22,22,33,17,60,46,31,29,20,64,31,13,6,68,33,36,46,24,45,29
2014-03-01,24,26,43,11,20,37,43,37,30,23,54,53,24,59,12,41,54,38,52,51,4,16,58,31,33,7,17,69,86,51,48,61,40,45,24,9,44,25,31,65,30,52,47,40,26,22,42,14,44,44,17,48,32,35,37,44,6,69,16,34,36,40,31,23,15,78,9,43,41,38,30,52,41,60,17,59,31,33,5,44,40,68,32,52,25,10,51,31,85,56,28,54,40,57,55,34,35,32,16,44,28,20,26,32,17,39,48,77,45,2,4,22,33,15,52,54,71,8,3,48,25,19,7,56,18,58,45,64,24,35,13,66,16,63,36,33,59,33,5,45,35,69,46,21,62,100,57,27,67,54,16,61,55,16,72,27,60,27,25,31,43,60,34,14,18,12,68,41,32,25,53,47,21,46,27,28,49,66,49,19,48,61,50,30,16,35,43,38,44,40,7,13,47,40,88,15,12,56,32,26,42,34,24,19,20,46,69,33,42,28,64,39,39,42,13,43,46,76,42,14,8,22,38,22,24,41,21,56,100,30,27,21,55,30,13,6,55,37,33,41,23,46,27
2014-04-01,26,27,45,12,25,34,42,37,38,27,48,50,23,66,12,41,48,37,51,56,4,16,53,33,35,10,15,49,79,51,46,57,28,42,23,8,51,22,31,61,31,52,42,38,27,20,56,10,40,36,17,43,30,36,47,49,6,66,17,33,39,39,26,16,16,75,8,42,41,39,33,60,38,58,13,58,29,28,5,42,40,72,29,53,22,9,52,30,74,54,24,58,35,60,53,34,35,28,14,43,27,19,25,31,15,32,46,84,45,2,5,21,34,14,52,53,74,8,3,44,26,19,6,59,18,60,40,67,27,42,9,66,14,55,34,33,60,33,5,46,34,67,48,21,59,57,43,27,72,54,17,60,52,17,60,31,57,40,24,30,42,57,42,13,16,11,78,38,28,25,57,38,21,46,33,27,53,62,46,20,42,55,27,44,15,36,42,39,41,39,7,12,44,39,86,15,14,57,29,24,49,34,23,16,18,42,58,36,43,31,64,38,38,43,11,40,43,74,42,14,8,26,37,22,26,36,19,50,46,30,28,21,54,30,12,8,48,35,30,36,24,42,26
2014-05-01,25,22,0,11,26,35,40,40,36,26,56,50,22,30,11,39,56,38,50,53,4,17,46,36,40,8,17,41,67,47,41,54,32,44,25,9,44,20,34,63,35,63,45,53,46,21,39,11,41,57,18,38,31,38,42,51,12,63,23,33,53,44,28,16,16,80,11,39,44,29,39,49,41,64,26,61,30,29,6,40,42,72,32,78,22,9,58,30,77,52,29,60,40,58,57,36,38,28,13,42,29,23,24,37,15,30,50,76,49,2,9,25,35,15,51,56,73,8,3,46,28,21,11,54,18,55,38,69,31,36,10,66,14,61,43,36,60,31,6,48,36,74,53,20,100,43,44,28,77,54,18,58,56,18,66,45,60,34,23,33,44,55,38,15,18,10,64,43,40,29,51,37,20,48,32,30,55,64,58,23,44,61,25,30,17,56,45,39,43,39,8,19,43,38,85,17,14,51,30,25,47,39,22,14,15,42,56,32,43,36,64,41,42,46,11,42,44,76,48,15,8,63,39,23,27,38,21,49,41,31,26,24,54,30,12,6,49,40,31,37,24,47,26
2014-06-01,17,21,0,9,25,30,37,37,19,20,51,42,22,28,9,37,51,35,53,75,3,14,38,26,28,4,13,45,70,47,43,53,14,39,24,100,42,22,35,59,62,58,52,47,26,20,41,13,39,40,46,39,31,51,38,49,100,67,100,33,41,52,25,14,15,80,100,40,45,19,33,100,36,100,15,55,100,22,30,38,45,73,29,69,23,10,100,31,87,60,59,49,39,52,64,34,48,26,13,40,68,100,21,65,17,27,49,76,49,2,100,100,33,16,61,58,74,27,13,45,25,37,100,54,21,51,36,67,36,46,10,71,14,53,37,35,69,30,5,42,38,74,47,20,70,42,41,28,86,48,18,61,94,15,69,32,58,34,23,32,43,58,47,15,84,11,64,45,82,28,53,37,21,52,29,35,57,69,45,65,53,55,32,26,16,38,45,41,42,38,8,17,45,37,87,15,16,45,26,24,37,79,24,16,16,43,56,30,43,29,66,40,44,79,12,40,52,77,43,22,8,48,46,25,23,38,19,48,24,30,33,100,82,33,13,5,49,33,34,37,22,52,27
2014-07-01,15,23,0,6,19,30,38,33,15,17,69,40,21,28,8,38,69,33,48,54,4,10,25,20,23,5,12,49,73,50,44,54,19,39,22,35,44,26,35,56,100,55,45,42,27,21,39,9,43,39,61,40,32,36,36,46,9,71,83,39,40,51,42,15,14,81,12,42,45,17,31,52,36,90,13,57,75,23,9,39,47,74,28,49,23,8,52,28,78,57,31,51,40,55,59,31,55,26,14,42,100,25,20,37,17,41,54,71,48,2,7,25,38,16,55,60,69,9,7,46,100,20,8,53,18,49,49,69,31,36,9,66,15,53,37,37,66,42,6,40,33,73,48,21,63,53,43,32,99,50,16,64,52,16,59,35,52,39,23,32,44,65,46,15,100,11,66,38,37,29,51,36,22,50,31,29,58,75,42,24,47,54,28,24,17,39,51,41,44,42,7,14,45,44,88,15,15,47,25,24,36,37,25,17,16,44,63,23,47,26,66,42,40,74,12,49,44,80,42,14,8,32,39,25,23,40,23,52,43,29,27,26,66,31,15,5,47,31,32,37,19,50,26
2014-08-01,13,24,49,5,27,28,42,35,14,18,49,43,20,28,8,35,49,35,52,48,4,11,28,20,23,1,11,47,70,47,44,56,12,42,20,9,45,27,34,65,32,60,45,43,27,20,42,12,45,37,18,38,40,39,32,49,6,72,15,34,51,45,23,15,13,87,11,41,45,15,31,50,39,61,17,61,32,22,7,40,43,75,30,54,24,10,50,30,73,63,30,53,38,58,59,33,36,28,14,45,28,22,19,33,18,29,53,77,47,2,5,22,33,26,54,61,86,9,12,46,57,18,6,53,19,53,41,66,33,35,8,72,13,54,33,37,91,72,6,39,36,64,48,21,61,43,44,27,87,52,18,64,53,16,56,35,54,33,24,31,47,63,39,17,16,11,66,38,36,29,54,47,21,50,40,28,55,72,40,20,47,53,24,25,16,38,44,39,48,46,8,15,48,61,88,14,17,44,24,26,35,34,26,18,15,47,58,27,47,27,67,40,41,44,14,44,50,80,44,14,9,33,39,23,24,34,24,50,36,28,22,20,57,29,15,5,43,35,31,35,20,49,28
