Date,date_time,year,month,month_year,term_year_bush,death penalty,drug policy,incarcer,gun control,shooting,abortion,pro life,arts,civil rights,racism,economy,stock,taxes,recession,debt,budget,education,college,student debt,air quality,global warming,carbon dioxide,climate change,greenhouse,campaign finance reform,privatization,health insurance,medicaid,medicare,social security,welfare,defense spending,war,afghanistan,albania,algeria,america,andorra,angola,antigua,argentina,armenia,australia,austria,azerbaijan,bahamas,bahrain,bangladesh,barbados,belarus,belgium,belize,benin,bhutan,bissau,bolivia,bosnia,botswana,brazil,british,brunei,bulgaria,burkina,burma,burundi,cambodia,cameroon,canada,cape verde,central african republic,chad,chile,china,colombia,comoros,congo,costa rica,country debt,croatia,cuba,cyprus,czech,denmark,djibouti,dominica,east timor,ecuador,egypt,el salvador,emirate,england,eritrea,estonia,ethiopia,fiji,finland,france,gabon,gambia,georgia,germany,ghana,great britain,greece,grenada,grenadines,guatemala,guinea,guyana,haiti,herzegovina,honduras,hungary,iceland,in usa,india,indonesia,iran,iraq,ireland,israel,italy,ivory coast,jamaica,japan,jordan,kazakhstan,kenya,kiribati,korea,kosovo,kuwait,kyrgyzstan,laos,latvia,lebanon,lesotho,liberia,libya,liechtenstein,lithuania,luxembourg,macedonia,madagascar,malawi,malaysia,maldives,mali,malta,marshall,mauritania,mauritius,mexico,micronesia,moldova,monaco,mongolia,montenegro,morocco,mozambique,myanmar,namibia,nauru,nepal,netherlands,new zealand,nicaragua,niger,nigeria,norway,oman,pakistan,palau,panama,papua,paraguay,peru,philippines,poland,portugal,qatar,romania,russia,rwanda,samoa,san marino,sao tome,saudi arabia,scotland,scottish,senegal,serbia,seychelles,sierra leone,singapore,slovakia,slovenia,solomon,somalia,south africa,south sudan,spain,sri lanka,st. kitts,st. lucia,st kitts,st lucia,saint kitts,santa lucia,sudan,suriname,swaziland,sweden,switzerland,syria,taiwan,tajikistan,tanzania,thailand,tobago,togo,tonga,trinidad,tunisia,turkey,turkmenistan,tuvalu,uganda,ukraine,united kingdom,united states,uruguay,usa,uzbekistan,vanuatu,vatican,venezuela,vietnam,wales,welsh,yemen,zambia,zimbabwe,alabama,alaska,arizona,arkansas,california,colorado,connecticut,delaware,district of columbia,florida,hawaii,idaho,illinois,indiana,iowa,kansas,kentucky,louisiana,maine,maryland,massachusetts,michigan,minnesota,mississippi,missouri,montana,nebraska,nevada,new hampshire,new jersey,new mexico,new york,north carolina,north dakota,ohio,oklahoma,oregon,pennsylvania,rhode island,south carolina,south dakota,tennessee,texas,utah,vermont,virginia,washington,west virginia,wisconsin,wyoming
2009-09-01,2009-09-01,2009,9,2009-09,8,23,32,0,8,19,29,47,53,24,25,59,22,30,45,52,53,51,75,28,5,31,51,41,30,13,16,74,66,58,46,64,24,53,39,19,9,49,38,30,74,46,37,57,53,21,20,39,5,46,41,21,36,29,29,31,54,6,63,16,42,31,56,28,15,15,59,10,61,52,12,39,53,41,64,16,59,31,23,7,58,59,47,34,59,27,16,54,40,91,55,35,48,45,48,61,45,53,76,16,54,31,15,30,40,14,39,51,77,43,2,4,43,44,11,64,43,30,11,7,61,29,23,6,56,17,41,35,42,30,18,13,55,12,53,37,28,50,28,7,43,40,79,67,22,46,27,37,19,70,61,19,66,75,20,61,28,56,33,24,32,18,57,28,9,17,16,58,33,17,27,39,24,32,48,23,35,68,50,50,28,28,83,18,29,100,46,37,29,59,46,7,18,50,44,74,23,21,49,32,20,5,44,18,31,26,47,54,30,43,24,61,34,48,50,6,43,45,54,43,21,12,33,39,27,23,31,22,45,11,36,40,25,63,31,16,5,53,33,39,52,24,34,21,64,57,47,70,47,61,22,62,32,50,48,68,51,44,42,64,44,30,58,47,36,61,42,37,55,83,61,40,24,34,52,54,38,43,76,55,60,35,41,51,46,59,63,72,41,36,50,45,46,65
2009-10-01,2009-10-01,2009,10,2009-10,8,30,32,12,9,19,34,54,50,29,26,58,22,32,43,52,50,49,69,28,3,42,63,57,33,15,19,72,65,63,45,65,36,53,41,19,11,49,37,32,73,47,47,60,53,22,21,41,7,46,49,20,36,28,26,36,55,7,69,16,41,34,48,24,14,17,60,9,63,40,13,39,55,43,64,14,60,33,28,4,54,51,46,35,56,29,16,53,45,96,55,33,51,40,52,56,44,50,45,18,52,30,17,30,38,16,42,46,72,49,2,5,37,48,13,74,41,39,10,8,61,29,20,6,57,18,34,39,43,29,19,13,57,14,55,42,28,51,30,6,40,36,82,53,22,51,29,39,21,65,60,19,63,75,19,61,22,55,30,25,35,17,56,30,10,17,16,59,35,17,28,43,26,35,40,22,29,73,51,46,28,30,85,19,39,76,41,39,31,54,44,8,17,54,42,70,23,16,55,37,20,5,40,17,32,31,44,54,32,42,26,64,33,48,48,7,43,45,55,44,25,11,35,41,24,26,32,25,45,16,35,39,35,65,31,25,6,56,35,37,48,24,35,23,58,57,47,68,44,63,21,60,31,51,49,65,49,43,43,63,42,29,56,44,35,57,43,36,54,81,59,38,22,35,49,54,36,51,74,50,55,35,37,45,46,54,62,69,41,34,49,40,44,60
2009-11-01,2009-11-01,2009,11,2009-11,8,43,36,0,11,26,38,54,49,30,26,60,21,30,42,54,48,47,67,24,4,53,62,68,31,19,21,68,59,62,40,64,28,58,39,19,27,46,50,31,70,44,37,62,55,22,22,46,7,49,39,20,39,27,31,34,51,10,68,16,41,33,47,26,15,17,63,10,65,42,11,36,53,44,65,17,62,34,34,4,52,46,46,33,61,30,14,48,50,87,66,33,56,41,53,57,48,52,33,19,48,29,14,32,36,15,48,43,69,48,2,6,30,41,13,75,42,38,10,8,68,28,19,6,57,17,35,37,45,34,19,14,58,13,57,39,27,49,30,6,39,36,77,51,26,46,28,37,21,60,60,22,63,73,20,64,22,52,27,26,42,17,59,31,10,17,16,58,35,18,26,49,24,33,39,19,28,72,49,44,29,30,95,20,33,42,40,43,32,54,47,8,15,52,50,72,22,20,54,43,22,6,36,19,27,32,40,52,40,46,29,69,35,47,49,7,42,43,57,46,24,10,27,41,24,78,31,29,45,16,36,37,29,64,32,16,6,58,37,38,47,26,32,23,56,57,44,59,42,55,19,55,27,48,44,60,44,40,38,59,40,28,55,40,31,51,38,33,49,80,57,39,19,34,55,53,34,47,70,46,54,31,34,41,43,52,59,68,36,33,46,38,39,52
2009-12-01,2009-12-01,2009,12,2009-12,8,34,30,0,8,21,31,50,44,27,21,51,20,33,33,47,49,39,60,24,3,58,50,79,29,17,19,59,54,63,39,55,39,58,43,18,12,42,52,26,57,40,32,57,53,19,22,41,7,48,36,18,39,24,24,31,46,5,53,14,37,29,47,21,13,16,58,9,65,39,13,37,47,40,51,13,58,29,37,4,48,44,41,32,58,29,10,44,40,72,61,28,56,33,51,51,46,55,28,18,45,28,13,30,33,13,39,39,68,42,2,4,24,38,13,66,44,36,11,8,53,27,18,8,59,17,37,33,39,35,18,12,60,13,88,39,27,39,28,6,33,32,70,52,28,48,29,35,21,56,60,28,60,64,17,71,22,48,26,24,28,17,49,36,10,15,14,48,31,15,36,44,26,26,35,16,23,63,46,41,25,30,90,19,29,47,36,36,31,51,41,8,15,42,42,72,19,17,64,35,19,4,33,20,25,36,38,57,24,60,23,75,30,50,47,7,42,38,53,45,15,10,68,33,23,36,32,67,43,11,30,35,24,60,24,15,6,50,34,31,44,38,29,18,60,54,44,55,41,55,19,54,26,48,46,62,42,39,39,60,39,26,51,39,30,47,37,30,48,83,66,42,18,32,49,50,33,47,65,47,54,30,33,36,43,48,56,67,39,30,44,38,40,61
2010-01-01,2010-01-01,2010,1,2010-01,9,25,25,0,8,20,31,56,49,32,20,52,21,62,32,54,51,48,74,25,4,44,47,47,29,29,13,65,63,56,48,60,27,54,36,23,18,47,51,73,65,41,35,66,59,20,32,41,9,64,37,19,47,35,27,28,45,5,66,14,43,33,54,31,13,16,59,12,65,60,11,36,47,43,59,19,58,35,35,5,61,58,45,32,61,39,10,49,50,85,64,32,50,36,54,59,46,61,42,21,49,30,17,33,41,18,59,48,68,47,100,4,23,40,13,67,43,39,10,8,68,28,21,12,68,18,37,37,48,29,18,12,60,13,58,35,30,48,37,6,39,34,78,49,25,95,30,43,30,67,59,24,77,75,21,71,24,53,28,28,42,17,57,28,10,16,15,53,32,19,29,46,27,31,40,18,26,61,53,44,29,33,95,19,30,26,40,39,32,61,49,9,14,57,42,73,22,16,75,38,22,5,41,21,40,46,52,84,40,43,25,71,36,50,51,7,43,51,58,51,20,24,28,38,30,23,31,27,44,12,36,38,23,64,28,15,6,62,34,45,51,54,41,20,67,62,47,64,47,56,19,55,30,55,53,66,46,41,39,61,42,28,53,42,49,51,40,34,50,79,54,45,20,33,53,50,35,46,70,49,54,32,35,43,45,55,60,70,39,32,46,41,42,58
2010-02-01,2010-02-01,2010,2,2010-02,9,28,29,12,8,21,32,55,49,37,24,56,21,70,33,61,67,50,64,28,4,45,54,48,31,14,17,66,60,56,47,61,31,56,38,26,12,48,46,30,75,44,43,61,54,23,28,43,7,56,57,21,43,26,27,32,48,5,71,15,42,31,56,26,14,17,59,9,69,43,12,35,72,40,71,16,60,36,68,5,54,56,51,33,71,32,16,48,44,93,62,32,57,41,50,59,59,59,29,18,49,32,15,39,46,17,51,51,67,46,25,4,24,41,12,62,45,40,12,8,65,29,21,7,68,18,38,42,48,28,20,12,60,14,56,49,32,53,35,7,41,37,82,53,25,48,27,40,21,68,60,17,69,79,20,80,23,55,28,28,31,17,56,25,9,18,15,59,60,17,34,47,27,29,39,18,26,62,54,45,31,32,97,24,32,23,39,41,31,62,48,8,15,57,46,67,46,18,67,35,28,5,42,19,29,51,46,94,34,45,25,71,34,54,58,7,41,47,60,47,19,11,28,41,28,21,29,27,47,13,37,39,23,71,31,15,5,60,31,42,54,26,34,21,58,57,44,61,43,55,20,61,30,52,67,63,49,42,40,60,42,29,52,43,32,49,36,34,50,74,53,42,20,34,50,49,36,48,71,46,52,32,36,42,44,47,57,72,40,32,50,41,43,55
2010-03-01,2010-03-01,2010,3,2010-03,9,30,34,0,10,19,40,50,49,37,26,59,22,62,31,57,65,51,66,29,4,40,55,45,36,14,21,79,69,65,48,65,33,67,33,28,11,47,41,30,74,48,42,60,53,24,27,58,7,54,40,20,39,27,28,34,52,6,72,15,43,31,57,25,15,19,58,10,66,40,16,35,95,45,74,19,65,36,43,5,55,56,45,32,68,28,17,52,45,94,61,33,50,40,51,68,44,58,30,17,49,32,15,34,46,15,49,52,66,44,14,5,26,42,18,63,44,43,9,8,68,30,21,8,64,18,36,40,46,25,21,12,58,16,54,39,31,56,33,6,39,40,79,53,23,50,33,38,23,71,61,20,68,79,18,77,23,55,32,26,32,18,59,28,10,18,15,62,38,19,26,45,27,28,44,19,28,66,56,46,31,32,97,22,36,19,41,42,32,60,47,9,16,57,49,80,21,17,60,36,24,6,43,18,28,53,49,90,27,45,26,68,36,47,49,7,52,49,58,49,20,12,24,39,29,24,31,28,56,11,37,40,24,63,28,17,7,63,38,40,50,27,34,23,54,58,45,62,44,55,19,57,29,54,50,65,47,41,40,66,49,30,52,45,34,51,38,35,52,72,52,41,19,34,54,50,36,50,70,49,53,32,40,42,47,50,58,73,36,33,47,47,42,56
2010-04-01,2010-04-01,2010,4,2010-04,9,32,37,11,10,20,36,47,47,44,27,61,23,73,29,56,54,49,63,30,4,37,54,42,41,15,22,63,62,53,46,61,38,64,37,28,10,49,29,31,75,48,41,57,49,25,24,40,7,51,39,21,37,26,33,49,55,6,68,15,43,36,61,22,14,18,59,9,63,38,12,38,60,46,74,17,65,34,55,6,51,56,45,32,65,26,14,55,41,94,63,31,51,38,53,55,44,56,27,15,48,31,14,30,47,14,41,53,69,46,9,4,24,43,100,60,44,47,10,8,63,31,22,6,62,18,35,40,45,23,21,12,62,100,53,38,31,53,30,6,37,40,78,52,24,46,34,39,23,75,61,19,67,78,20,71,26,56,33,26,32,18,57,27,10,17,14,63,38,18,27,43,28,28,43,20,29,69,52,66,31,35,91,21,36,20,40,39,32,57,45,9,15,52,49,82,21,17,57,39,24,6,44,18,25,36,41,64,35,43,29,69,34,47,46,7,47,49,56,50,20,10,24,40,31,25,35,28,49,12,36,41,23,61,33,15,7,63,39,38,47,30,34,22,57,59,55,64,49,56,19,59,29,52,49,67,49,41,39,66,57,31,55,45,36,51,39,38,52,68,52,38,20,35,47,50,36,48,73,52,56,33,39,41,44,47,60,74,36,35,48,54,45,60
2010-05-01,2010-05-01,2010,5,2010-05,9,28,32,0,7,22,33,45,48,46,25,59,22,32,26,55,58,47,60,26,4,34,48,38,40,11,19,57,57,48,41,61,36,62,37,27,13,45,26,33,71,56,50,62,49,34,23,39,8,49,47,21,35,25,30,35,50,6,64,17,43,34,60,23,14,21,60,13,60,44,12,39,64,43,80,17,67,36,67,7,48,57,50,34,67,26,15,58,42,96,62,40,55,42,58,61,44,59,29,22,46,34,16,30,59,16,41,57,68,47,7,6,27,45,30,60,44,47,10,6,65,32,24,13,85,18,34,38,44,29,25,13,61,19,50,42,33,59,32,7,41,41,79,59,24,54,32,36,23,80,60,19,67,89,21,90,38,57,36,26,31,18,51,30,10,19,15,65,35,19,28,41,31,30,42,19,34,70,55,48,36,32,97,20,35,19,43,42,34,55,43,10,19,49,48,80,25,21,80,37,28,5,48,18,24,40,42,69,30,43,25,82,33,49,48,7,46,49,61,49,22,10,29,47,30,25,27,23,48,12,37,39,27,63,32,21,5,70,39,39,48,24,39,24,55,58,55,64,47,55,18,56,26,48,49,66,44,40,36,60,58,32,57,43,34,50,35,34,49,66,54,37,19,37,47,49,33,44,72,51,55,31,37,41,45,51,58,70,34,34,44,38,41,57
2010-06-01,2010-06-01,2010,6,2010-06,9,23,21,0,5,21,27,42,45,22,18,47,20,31,22,51,67,44,63,28,4,23,35,30,30,8,14,60,62,54,43,57,25,55,36,21,62,43,29,30,62,75,44,64,48,25,22,40,7,46,40,21,36,25,27,37,48,6,63,34,41,36,69,22,12,21,55,34,63,35,12,34,78,39,72,17,63,35,48,7,44,59,42,53,59,23,14,58,39,95,64,72,52,41,49,60,39,67,26,16,47,51,63,27,55,14,38,98,65,41,4,4,69,47,16,60,47,47,10,6,63,42,30,82,66,21,34,36,45,29,46,12,63,78,46,40,31,84,29,6,38,38,83,57,22,43,32,37,24,75,58,18,63,100,18,85,25,53,37,25,36,18,56,27,10,30,17,63,40,35,28,50,29,28,45,18,100,77,57,46,60,32,93,17,28,18,44,42,33,53,41,8,58,57,43,87,74,100,69,31,46,5,61,20,28,32,45,63,30,41,22,77,32,53,68,6,43,47,70,43,18,10,26,40,32,25,32,24,46,11,36,35,64,74,40,15,5,65,34,40,46,21,33,25,56,61,46,69,52,59,18,61,27,49,47,67,45,42,39,62,38,30,61,47,34,54,37,33,50,63,60,37,21,41,50,48,35,45,75,48,57,31,37,48,48,46,57,75,38,34,45,39,45,62
2010-07-01,2010-07-01,2010,7,2010-07,9,17,25,10,5,22,30,38,44,16,18,43,20,29,21,49,55,42,57,27,4,18,27,25,25,6,12,60,63,53,46,57,28,50,34,21,9,45,30,28,57,59,38,58,50,20,25,38,7,51,36,19,39,27,28,28,46,5,63,22,45,38,70,22,11,18,59,11,58,38,8,39,57,42,74,14,59,34,30,8,44,60,42,30,52,25,17,55,37,89,65,32,45,36,46,59,38,71,26,15,52,51,40,24,40,15,43,53,66,41,3,3,24,43,13,56,48,48,9,5,62,27,22,9,61,18,36,34,50,25,24,14,61,18,49,35,33,51,31,6,39,35,75,52,21,41,33,39,22,75,55,19,64,71,19,69,25,48,41,23,30,19,55,31,10,50,14,60,33,20,27,43,32,26,43,20,79,69,60,41,32,31,84,16,24,17,43,46,30,56,44,7,18,53,39,90,20,20,68,31,28,5,90,20,25,33,41,66,31,42,22,79,34,44,50,7,43,38,59,43,17,9,26,38,31,24,25,21,59,10,33,30,80,60,28,18,7,55,32,40,47,21,33,19,57,63,49,66,55,63,19,68,23,51,50,73,48,45,43,66,41,31,71,49,35,59,38,35,53,70,55,39,24,44,49,48,38,47,79,53,61,32,41,44,50,50,61,78,39,35,47,43,50,66
2010-08-01,2010-08-01,2010,8,2010-08,9,15,23,10,3,22,29,47,44,17,14,46,19,30,22,47,51,43,69,29,4,19,28,27,26,6,13,61,65,50,51,57,23,48,32,19,8,43,32,28,67,49,41,59,48,19,22,38,7,50,34,19,55,29,30,29,50,5,63,15,37,37,60,23,13,16,60,8,57,48,11,40,60,42,73,15,57,32,26,7,43,55,43,31,56,25,14,56,36,85,64,32,49,37,47,62,42,51,32,15,51,28,16,22,36,16,40,54,69,41,4,3,23,53,12,53,49,48,11,8,60,28,20,7,61,18,36,32,48,26,22,12,59,15,50,33,33,50,32,5,38,39,71,50,21,48,33,40,20,73,59,18,65,72,20,62,26,50,39,22,30,20,55,29,13,15,15,59,35,19,28,43,42,24,43,23,32,68,60,40,27,31,77,18,27,16,43,42,32,58,44,7,17,57,44,93,20,19,58,27,24,6,44,20,28,32,46,64,29,40,22,74,42,46,45,6,45,45,59,42,17,9,27,39,30,23,28,23,44,10,34,30,25,62,29,21,4,52,33,40,43,21,34,20,60,67,48,68,50,62,19,64,25,48,51,73,48,45,42,67,42,32,68,48,34,58,42,35,54,97,55,39,23,43,48,49,36,45,80,52,60,32,39,43,48,52,63,76,40,34,46,39,47,65
2010-09-01,2010-09-01,2010,9,2010-09,9,25,27,14,5,23,32,45,47,23,18,53,20,30,26,47,48,46,72,25,3,23,46,30,28,6,15,60,63,51,45,62,31,49,33,22,9,46,33,28,67,47,44,54,46,23,20,37,7,50,55,19,38,26,32,30,47,6,62,13,38,33,55,22,13,17,58,8,55,52,12,37,59,41,72,20,57,32,26,5,47,54,39,29,58,26,13,62,39,97,54,36,47,47,52,58,40,49,28,16,49,28,16,26,36,15,36,55,66,46,3,4,25,39,12,52,46,43,10,8,57,29,20,7,60,18,33,38,47,23,21,12,58,14,52,33,29,55,28,6,57,55,78,47,21,46,30,36,21,68,64,18,64,79,20,69,26,53,32,23,31,19,55,28,12,16,17,78,42,19,25,44,31,25,39,22,29,71,54,41,26,30,79,17,28,22,67,40,31,55,42,7,20,47,44,85,20,17,58,30,22,6,42,18,25,29,33,61,31,44,23,68,49,44,51,6,44,51,61,42,18,9,37,39,27,24,26,26,45,10,35,34,25,59,29,16,6,55,34,36,44,20,34,22,65,55,46,73,44,58,19,67,25,48,53,64,44,41,41,67,42,29,59,46,33,60,40,36,49,65,61,37,22,37,48,50,35,47,78,51,57,31,36,45,47,54,61,74,37,35,45,43,43,63
2010-10-01,2010-10-01,2010,10,2010-10,9,28,29,9,6,20,39,51,44,25,21,57,21,31,24,48,48,45,65,26,3,26,54,34,28,13,18,56,61,58,45,61,37,50,34,21,9,47,34,28,70,44,41,56,46,23,19,39,8,53,39,18,41,32,32,32,49,6,64,15,37,33,46,21,14,17,59,8,52,34,10,33,77,43,66,16,60,32,31,4,49,49,41,28,55,30,13,64,40,87,58,31,48,36,52,56,39,46,26,17,48,27,16,27,34,15,49,49,66,46,4,4,24,56,12,51,49,52,9,6,56,28,18,6,57,18,36,38,48,28,23,12,60,16,55,35,30,48,29,5,35,37,85,49,21,47,32,43,20,66,60,18,60,68,17,64,22,55,38,24,28,20,51,33,11,15,14,68,41,20,24,46,31,27,39,29,30,68,53,40,26,31,77,17,27,18,44,37,31,50,39,7,30,45,46,85,20,15,79,31,23,8,36,18,21,30,39,58,29,42,26,71,38,43,43,7,43,38,61,41,16,10,25,38,25,26,28,28,49,10,35,34,26,57,29,17,5,58,36,35,44,35,36,23,61,53,44,67,43,56,18,58,24,48,52,61,45,42,40,61,41,29,55,42,30,56,37,34,50,61,60,38,19,32,43,48,32,43,74,53,57,29,33,44,44,50,65,69,37,32,45,39,41,55
2010-11-01,2010-11-01,2010,11,2010-11,9,35,30,18,7,20,38,56,44,26,23,56,21,30,23,51,48,41,67,24,3,29,55,37,29,14,20,55,61,59,43,62,42,54,34,20,9,45,39,27,62,45,40,55,47,21,20,38,7,50,36,18,39,26,28,32,46,5,66,15,37,36,43,24,22,18,83,9,54,39,11,36,55,44,63,17,60,34,46,4,51,44,38,28,59,27,12,56,38,80,64,32,48,34,54,59,39,48,28,17,47,27,15,28,32,15,43,44,67,46,5,4,21,39,13,51,46,49,9,6,62,27,17,8,56,17,38,37,47,29,38,11,55,15,58,35,29,47,32,6,38,35,77,48,23,50,30,35,20,59,59,18,56,66,15,74,23,53,26,23,29,23,53,29,10,15,16,76,37,19,25,50,28,25,37,24,28,66,55,40,25,32,78,18,29,20,37,42,30,53,43,8,15,46,45,87,18,14,69,36,24,8,34,19,26,36,41,76,30,49,26,73,33,43,39,6,42,46,62,41,15,9,28,36,22,80,31,23,45,10,34,34,25,59,27,14,5,58,39,41,45,33,35,23,58,63,45,63,47,55,18,56,26,45,50,66,46,39,38,60,39,28,52,41,30,53,37,34,50,66,59,42,17,30,43,49,31,47,72,50,59,29,31,41,43,48,55,73,37,30,44,37,40,56
2010-12-01,2010-12-01,2010,12,2010-12,9,32,25,9,6,23,34,56,39,24,18,47,20,34,20,41,46,36,60,27,3,24,40,30,24,13,16,50,54,58,44,53,28,53,32,22,9,43,39,23,50,39,37,51,46,20,20,36,9,46,46,17,37,25,26,25,44,5,48,13,35,32,41,21,13,15,60,8,54,37,10,32,48,40,51,15,55,30,31,3,46,40,37,26,60,25,11,51,39,77,62,29,48,37,57,49,38,59,26,16,45,26,14,25,29,14,45,40,61,38,4,3,20,36,13,48,48,53,9,5,54,30,16,27,53,16,42,33,44,41,27,13,61,17,70,32,31,41,29,5,30,32,75,47,22,41,34,33,21,55,55,21,55,58,15,70,22,48,25,21,29,20,45,46,11,14,14,68,33,18,24,44,29,24,37,20,25,62,49,36,21,61,76,19,26,14,34,47,29,53,38,7,14,42,42,84,16,13,72,32,22,9,30,18,21,31,40,58,22,67,28,68,28,47,39,7,40,37,55,42,13,9,21,33,24,37,28,19,39,10,32,32,22,55,24,15,5,48,45,34,38,25,30,21,49,57,43,58,41,53,17,54,21,45,52,61,43,40,35,60,37,27,52,38,28,51,38,31,45,59,54,38,17,31,45,48,30,41,68,47,55,27,29,37,38,45,53,69,37,29,41,38,38,52
2011-01-01,2011-01-01,2011,1,2011-01,10,29,23,12,10,33,39,53,45,27,17,53,22,64,19,49,51,43,69,26,3,26,42,30,28,6,13,59,67,54,54,57,40,51,31,30,11,45,38,25,58,39,39,61,50,21,28,42,8,60,41,17,44,27,28,28,45,5,60,15,38,36,50,24,14,15,62,8,53,60,12,34,52,42,58,17,59,36,37,5,55,51,37,30,68,29,11,57,68,81,66,30,51,42,51,61,38,48,32,19,49,27,15,27,34,18,53,49,65,47,5,3,22,40,13,53,46,46,10,5,59,28,19,19,64,17,45,34,52,29,23,12,62,14,61,33,34,46,33,6,37,36,75,47,22,48,31,44,21,66,61,20,79,65,15,68,23,55,31,26,30,20,57,37,11,14,14,60,50,19,26,47,31,25,40,20,27,66,58,38,25,42,77,19,28,15,36,42,32,52,45,8,15,55,45,86,18,14,56,33,27,24,37,20,30,41,53,84,31,43,48,78,32,45,44,8,40,42,65,44,17,9,25,36,65,24,30,25,45,10,33,33,26,60,42,17,5,58,38,36,46,30,34,21,57,66,60,89,44,54,17,59,25,51,60,64,46,41,38,65,41,30,54,44,31,56,34,35,49,60,54,40,18,33,45,49,33,48,74,49,61,29,32,41,43,48,59,73,39,32,43,38,41,56
2011-02-01,2011-02-01,2011,2,2011-02,10,28,24,0,8,21,43,48,45,32,20,57,22,70,19,49,70,43,63,24,3,29,48,32,32,6,16,54,66,52,48,59,50,51,31,27,14,45,36,29,67,44,40,54,49,22,25,100,10,55,38,17,45,27,30,32,49,10,66,15,39,35,48,22,14,16,70,9,51,50,14,35,54,41,70,19,62,35,38,5,52,50,40,31,94,28,12,59,100,88,63,32,55,38,51,59,38,47,33,18,48,27,16,28,34,17,48,53,69,47,4,5,25,38,12,52,46,45,11,5,61,31,20,13,61,17,52,35,55,25,21,12,62,16,55,34,31,52,34,54,39,36,75,46,23,57,30,41,21,75,60,23,66,69,17,73,22,58,27,29,30,20,56,47,11,15,20,62,43,19,23,58,32,26,42,23,29,66,56,39,26,37,77,17,29,16,37,46,35,55,46,8,13,55,46,80,19,14,52,42,24,17,37,20,34,37,51,69,27,44,35,72,34,42,43,8,40,40,63,43,17,9,25,38,38,22,45,28,52,10,35,34,27,58,29,15,5,62,34,41,51,44,37,24,54,60,45,66,42,52,16,56,25,52,56,64,45,43,37,62,40,30,54,42,29,51,33,34,48,54,50,39,17,31,45,45,33,49,73,50,52,29,32,40,44,47,57,74,38,31,43,39,56,60
2011-03-01,2011-03-01,2011,3,2011-03,10,30,26,0,7,20,40,50,45,33,22,57,21,58,21,48,68,46,63,27,3,27,54,33,35,8,19,53,64,53,46,58,39,55,30,28,11,47,31,30,67,46,43,54,46,23,24,79,8,50,44,17,39,34,33,28,49,7,69,15,39,37,49,26,19,17,63,9,53,40,13,35,65,44,71,17,65,35,33,5,50,49,39,29,70,28,13,62,42,95,58,33,54,45,57,59,36,48,31,16,47,28,19,28,34,16,40,54,71,44,5,4,24,39,12,53,50,47,9,5,65,28,21,17,61,100,44,36,54,31,22,12,61,14,56,34,32,50,36,100,39,35,85,51,23,48,33,38,21,67,58,16,62,72,20,71,24,60,28,25,31,27,58,41,10,17,16,66,38,22,24,50,43,26,44,29,35,75,59,39,26,38,80,19,30,16,37,42,39,53,42,8,15,52,47,87,16,17,51,35,25,12,39,22,26,31,44,61,32,42,27,70,35,41,43,12,46,39,61,49,16,9,30,39,28,21,46,33,49,11,36,35,27,60,28,18,5,59,35,42,47,46,37,27,54,60,46,66,47,53,17,57,25,51,81,62,46,41,37,66,46,31,53,41,27,53,34,34,52,49,48,38,18,31,44,46,35,51,75,48,52,30,32,41,44,49,59,74,33,32,43,39,50,55
2011-04-01,2011-04-01,2011,4,2011-04,10,27,30,0,8,20,40,45,42,34,22,57,20,79,19,51,64,41,58,33,3,23,47,28,36,10,18,50,67,54,47,58,61,55,30,21,9,47,25,28,61,46,44,48,42,22,21,42,8,48,47,17,37,27,30,26,49,5,64,14,38,36,47,34,12,15,64,8,53,43,13,29,58,41,68,18,59,32,49,5,46,48,41,29,73,27,13,62,36,86,55,29,54,37,57,54,37,46,26,13,47,27,16,26,34,15,45,51,67,43,4,4,21,37,12,51,47,45,8,4,54,26,20,40,56,29,42,35,48,24,22,11,61,14,50,30,32,52,31,32,41,33,70,46,21,43,33,36,20,66,59,16,57,65,14,64,26,53,28,25,28,19,51,26,10,16,12,58,37,27,23,40,31,24,41,22,31,81,53,38,25,36,69,19,30,16,37,36,32,49,39,7,15,50,45,87,19,14,51,40,21,11,39,20,22,28,37,56,35,42,26,72,47,40,40,14,41,43,58,42,15,8,26,35,27,25,29,29,47,10,37,35,26,57,25,14,6,55,33,38,41,33,35,22,68,54,44,71,42,54,17,56,28,48,55,65,47,41,41,61,47,30,54,42,29,51,34,37,50,47,48,37,18,31,43,47,36,54,72,49,51,29,31,41,42,48,61,73,33,31,43,36,46,53
